timestamp,resource_type,batch_size,query_cost,remaining,reset_at,status,retries,cache_hit
2026-08-03T04:16:04Z,graphql_repositories,25,1,4552,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:16:11Z,graphql_repositories,25,1,4551,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:16:15Z,graphql_repositories,25,1,4550,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:16:20Z,graphql_repositories,25,1,4549,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:16:25Z,graphql_repositories,25,1,4548,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:16:32Z,graphql_repositories,25,1,4547,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:16:37Z,graphql_repositories,25,1,4546,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:16:42Z,graphql_repositories,25,1,4545,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:16:48Z,graphql_repositories,25,1,4544,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:16:57Z,graphql_repositories,25,1,4543,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:17:02Z,graphql_repositories,25,1,4542,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:17:08Z,graphql_repositories,25,1,4541,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:17:15Z,graphql_repositories,25,1,4540,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:17:22Z,graphql_repositories,25,1,4539,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:17:27Z,graphql_repositories,25,1,4538,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:17:33Z,graphql_repositories,25,1,4537,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:17:39Z,graphql_repositories,25,1,4536,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:17:45Z,graphql_repositories,25,1,4535,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:17:51Z,graphql_repositories,25,1,4534,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:17:56Z,graphql_repositories,25,1,4533,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:18:02Z,graphql_repositories,25,1,4532,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:18:06Z,graphql_repositories,25,1,4531,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:18:12Z,graphql_repositories,25,1,4530,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:18:21Z,graphql_repositories,25,1,4529,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:18:26Z,graphql_repositories,25,1,4528,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:18:31Z,graphql_repositories,25,1,4527,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:18:36Z,graphql_repositories,25,1,4526,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:18:44Z,graphql_repositories,25,1,4525,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:18:49Z,graphql_repositories,25,1,4524,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:18:54Z,graphql_repositories,25,1,4523,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:19:00Z,graphql_repositories,25,1,4522,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:19:05Z,graphql_repositories,25,1,4521,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:19:14Z,graphql_repositories,25,1,4520,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:19:20Z,graphql_repositories,25,1,4519,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:19:26Z,graphql_repositories,25,1,4518,2026-08-03T04:43:24+00:00,success,0,false
2026-08-03T04:19:32Z,graphql_repositories,25,1,4517,2026-08-03T04:43:24+00:00,success,0,false
